CAMIS,BORO,BUILDING,STREET,ZIPCODE,PHONE,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41664297,MANHATTAN,531,HUDSON STREET                                                                                       ,10014,2122557675,09/11/2012,09C,Not Critical,11,A,09/11/2012,10/26/2014,Cycle Inspection / Re-inspection
41664297,MANHATTAN,531,HUDSON STREET                                                                                       ,10014,2122557675,09/11/2012,10B,Not Critical,11,A,09/11/2012,10/26/2014,Cycle Inspection / Re-inspection
41664434,MANHATTAN,47,EAST   29 STREET                ,10016,2126854422,09/05/2012,04H,Critical,12,A,09/05/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41664434,MANHATTAN,47,EAST   29 STREET                ,10016,2126854422,09/05/2012,06D,Critical,12,A,09/05/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41664437,MANHATTAN,1297,LEXINGTON AVENUE                                                                                    ,10128,2122899004,09/04/2012,06C,Critical,11,A,09/04/2012,10/26/2014,Cycle Inspection / Initial Inspection
41664437,MANHATTAN,1297,LEXINGTON AVENUE                                                                                    ,10128,2122899004,09/04/2012,06D,Critical,11,A,09/04/2012,10/26/2014,Cycle Inspection / Initial Inspection
41664779,QUEENS,3935,BELL BOULEVARD                                                                                      ,11361,7182247455,09/06/2012,04H,Critical,29,,,10/26/2014,Cycle Inspection / Initial Inspection
41664779,QUEENS,3935,BELL BOULEVARD                                                                                      ,11361,7182247455,09/06/2012,04L,Critical,29,,,10/26/2014,Cycle Inspection / Initial Inspection
41664779,QUEENS,3935,BELL BOULEVARD                                                                                      ,11361,7182247455,09/06/2012,06D,Critical,29,,,10/26/2014,Cycle Inspection / Initial Inspection
41664779,QUEENS,3935,BELL BOULEVARD                                                                                      ,11361,7182247455,09/06/2012,06F,Critical,29,,,10/26/2014,Cycle Inspection / Initial Inspection
41664779,QUEENS,3935,BELL BOULEVARD                                                                                      ,11361,7182247455,09/06/2012,08A,Not Critical,29,,,10/26/2014,Cycle Inspection / Initial Inspection
41664779,QUEENS,3935,BELL BOULEVARD                                                                                      ,11361,7182247455,09/06/2012,10B,Not Critical,29,,,10/26/2014,Cycle Inspection / Initial Inspection
41664788,QUEENS,108-53    ,ROOSEVELT AVENUE                                  ,11368,3477928314,09/25/2012,,Not Applicable,0,A,09/25/2012,10/26/2014,Pre-permit (Operational) / Initial Inspection
41664832,BROOKLYN,967,CONEY ISLAND AVENUE                               ,11230,7184838587,09/13/2012,02G,Critical,12,A,09/13/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41664832,BROOKLYN,967,CONEY ISLAND AVENUE                               ,11230,7184838587,09/13/2012,10B,Not Critical,12,A,09/13/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41664870,BROOKLYN,512,COURT STREET,11231,7182225758,09/20/2012,04H,Critical,13,A,09/20/2012,10/26/2014,Pre-permit (Operational) / Initial Inspection
41664870,BROOKLYN,512,COURT STREET,11231,7182225758,09/20/2012,06C,Critical,13,A,09/20/2012,10/26/2014,Pre-permit (Operational) / Initial Inspection
41665945,BROOKLYN,140,ST NICHOLAS AVENUE                                ,11237,7184848183,09/13/2012,06E,Critical,5,A,09/13/2012,10/26/2014,Cycle Inspection / Initial Inspection
41666164,QUEENS,32-23 ,JUNCTION BOULEVARD,11369,7184762754,09/25/2012,,Not Applicable,0,P,09/25/2012,10/26/2014,Pre-permit (Operational) / Reopening Inspection
41666164,QUEENS,32-23 ,JUNCTION BOULEVARD,11369,7184762754,09/21/2012,02G,Critical,11,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41666164,QUEENS,32-23 ,JUNCTION BOULEVARD,11369,7184762754,09/21/2012,10F,Not Critical,11,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41667090,MANHATTAN,2661,BROADWAY,10025,6465065554,09/06/2012,06C,Critical,11,A,09/06/2012,10/26/2014,Pre-permit (Operational) / Initial Inspection
41667090,MANHATTAN,2661,BROADWAY,10025,6465065554,09/06/2012,10A,Not Critical,11,A,09/06/2012,10/26/2014,Pre-permit (Operational) / Initial Inspection
41667090,MANHATTAN,2661,BROADWAY,10025,6465065554,09/06/2012,10B,Not Critical,11,A,09/06/2012,10/26/2014,Pre-permit (Operational) / Initial Inspection
41667277,STATEN ISLAND,2655,RICHMOND AVENUE,10314,7186981828,09/25/2012,05D,Critical,10,A,09/25/2012,10/26/2014,Cycle Inspection / Initial Inspection
41667296,BROOKLYN,347,BEDFORD AVENUE,11211,3472784548,09/18/2012,06C,Critical,8,A,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
41667296,BROOKLYN,347,BEDFORD AVENUE,11211,3472784548,09/11/2012,02G,Critical,17,,,10/26/2014,Cycle Inspection / Initial Inspection
41667296,BROOKLYN,347,BEDFORD AVENUE,11211,3472784548,09/11/2012,04N,Critical,17,,,10/26/2014,Cycle Inspection / Initial Inspection
41667296,BROOKLYN,347,BEDFORD AVENUE,11211,3472784548,09/11/2012,08A,Not Critical,17,,,10/26/2014,Cycle Inspection / Initial Inspection
41667316,BRONX,53,WESTCHESTER SQUARE,10461,3478516840,09/12/2012,06D,Critical,10,A,09/12/2012,10/26/2014,Cycle Inspection / Re-inspection
41667316,BRONX,53,WESTCHESTER SQUARE,10461,3478516840,09/12/2012,10F,Not Critical,10,A,09/12/2012,10/26/2014,Cycle Inspection / Re-inspection
41667359,QUEENS,42-38,BELL BOULEVARD,11361,7182792273,09/06/2012,04N,Critical,12,,,10/26/2014,Cycle Inspection / Initial Inspection
41667359,QUEENS,42-38,BELL BOULEVARD,11361,7182792273,09/06/2012,10B,Not Critical,12,,,10/26/2014,Cycle Inspection / Initial Inspection
41667359,QUEENS,42-38,BELL BOULEVARD,11361,7182792273,09/06/2012,10D,Not Critical,12,,,10/26/2014,Cycle Inspection / Initial Inspection
41667382,BROOKLYN,169,5 AVENUE                                          ,11217,7186222849,09/18/2012,02G,Critical,12,A,09/18/2012,10/26/2014,Cycle Inspection / Initial Inspection
41667382,BROOKLYN,169,5 AVENUE                                          ,11217,7186222849,09/18/2012,09C,Not Critical,12,A,09/18/2012,10/26/2014,Cycle Inspection / Initial Inspection
41667382,BROOKLYN,169,5 AVENUE                                          ,11217,7186222849,09/18/2012,10B,Not Critical,12,A,09/18/2012,10/26/2014,Cycle Inspection / Initial Inspection
41668209,MANHATTAN,2,WEST   14 STREET,10011,2128989898,09/21/2012,02B,Critical,13,A,09/21/2012,10/26/2014,Cycle Inspection / Re-inspection
41668209,MANHATTAN,2,WEST   14 STREET,10011,2128989898,09/21/2012,09B,Not Critical,13,A,09/21/2012,10/26/2014,Cycle Inspection / Re-inspection
41668209,MANHATTAN,2,WEST   14 STREET,10011,2128989898,09/21/2012,10B,Not Critical,13,A,09/21/2012,10/26/2014,Cycle Inspection / Re-inspection
41668209,MANHATTAN,2,WEST   14 STREET,10011,2128989898,09/21/2012,10F,Not Critical,13,A,09/21/2012,10/26/2014,Cycle Inspection / Re-inspection
41668209,MANHATTAN,2,WEST   14 STREET,10011,2128989898,09/10/2012,02G,Critical,17,,,10/26/2014,Cycle Inspection / Initial Inspection
41668209,MANHATTAN,2,WEST   14 STREET,10011,2128989898,09/10/2012,06D,Critical,17,,,10/26/2014,Cycle Inspection / Initial Inspection
41668209,MANHATTAN,2,WEST   14 STREET,10011,2128989898,09/10/2012,10F,Not Critical,17,,,10/26/2014,Cycle Inspection / Initial Inspection
41668278,MANHATTAN,15,GREENWICH AVENUE,10014,2124889888,09/24/2012,06C,Critical,12,A,09/24/2012,10/26/2014,Cycle Inspection / Initial Inspection
41668278,MANHATTAN,15,GREENWICH AVENUE,10014,2124889888,09/24/2012,06F,Critical,12,A,09/24/2012,10/26/2014,Cycle Inspection / Initial Inspection
41668278,MANHATTAN,15,GREENWICH AVENUE,10014,2124889888,09/24/2012,10F,Not Critical,12,A,09/24/2012,10/26/2014,Cycle Inspection / Initial Inspection
41668282,MANHATTAN,1820,GREENWICH AVENUE                                                                                    ,10011,2126471818,09/18/2012,02G,Critical,37,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41668282,MANHATTAN,1820,GREENWICH AVENUE                                                                                    ,10011,2126471818,09/18/2012,04H,Critical,37,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41668282,MANHATTAN,1820,GREENWICH AVENUE                                                                                    ,10011,2126471818,09/18/2012,04L,Critical,37,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41668282,MANHATTAN,1820,GREENWICH AVENUE                                                                                    ,10011,2126471818,09/18/2012,04N,Critical,37,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41668282,MANHATTAN,1820,GREENWICH AVENUE                                                                                    ,10011,2126471818,09/18/2012,06A,Critical,37,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41668282,MANHATTAN,1820,GREENWICH AVENUE                                                                                    ,10011,2126471818,09/18/2012,06F,Critical,37,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41668282,MANHATTAN,1820,GREENWICH AVENUE                                                                                    ,10011,2126471818,09/18/2012,08A,Not Critical,37,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41668585,MANHATTAN,856,8 AVENUE,10019,2127573855,09/13/2012,10A,Not Critical,4,,,10/26/2014,Pre-permit (Non-operational) / Initial Inspection
41668585,MANHATTAN,856,8 AVENUE,10019,2127573855,09/13/2012,10H,Not Critical,4,,,10/26/2014,Pre-permit (Non-operational) / Initial Inspection
41668585,MANHATTAN,856,8 AVENUE,10019,2127573855,09/13/2012,20D,Not Critical,,,,10/26/2014,Administrative Miscellaneous / Initial Inspection
41668615,BROOKLYN,2359,RALPH AVENUE                                                                                        ,11234,7184444300,09/05/2012,06F,Critical,9,,,10/26/2014,Cycle Inspection / Initial Inspection
41668615,BROOKLYN,2359,RALPH AVENUE                                                                                        ,11234,7184444300,09/05/2012,10F,Not Critical,9,,,10/26/2014,Cycle Inspection / Initial Inspection
41668615,BROOKLYN,2359,RALPH AVENUE                                                                                        ,11234,7184444300,09/05/2012,10H,Not Critical,9,,,10/26/2014,Cycle Inspection / Initial Inspection
41669059,MANHATTAN,175,3 AVENUE,10003,2124775797,09/27/2012,10C,Not Critical,6,A,09/27/2012,10/26/2014,Cycle Inspection / Re-inspection
41669059,MANHATTAN,175,3 AVENUE,10003,2124775797,09/27/2012,10F,Not Critical,6,A,09/27/2012,10/26/2014,Cycle Inspection / Re-inspection
41669059,MANHATTAN,175,3 AVENUE,10003,2124775797,09/12/2012,02G,Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
41669059,MANHATTAN,175,3 AVENUE,10003,2124775797,09/12/2012,04J,Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
41669059,MANHATTAN,175,3 AVENUE,10003,2124775797,09/12/2012,09B,Not Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
41669112,MANHATTAN,14,EAST   33 STREET,10016,2126832779,09/10/2012,10F,Not Critical,2,,,10/26/2014,Pre-permit (Operational) / Compliance Inspection
41669160,QUEENS,35-59,10 STREET,11106,7186266300,09/10/2012,02B,Critical,28,C,09/10/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41669160,QUEENS,35-59,10 STREET,11106,7186266300,09/10/2012,04N,Critical,28,C,09/10/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41669160,QUEENS,35-59,10 STREET,11106,7186266300,09/10/2012,05D,Critical,28,C,09/10/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41669160,QUEENS,35-59,10 STREET,11106,7186266300,09/10/2012,09A,Not Critical,28,C,09/10/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41669453,BROOKLYN,1457,ST JOHNS PLACE                                                                                      ,11213,3479555335,09/19/2012,02B,Critical,19,B,09/19/2012,10/26/2014,Cycle Inspection / Re-inspection
41669453,BROOKLYN,1457,ST JOHNS PLACE                                                                                      ,11213,3479555335,09/19/2012,04N,Critical,19,B,09/19/2012,10/26/2014,Cycle Inspection / Re-inspection
41669453,BROOKLYN,1457,ST JOHNS PLACE                                                                                      ,11213,3479555335,09/19/2012,10A,Not Critical,19,B,09/19/2012,10/26/2014,Cycle Inspection / Re-inspection
41669453,BROOKLYN,1457,ST JOHNS PLACE                                                                                      ,11213,3479555335,09/19/2012,10H,Not Critical,19,B,09/19/2012,10/26/2014,Cycle Inspection / Re-inspection
41669453,BROOKLYN,1457,ST JOHNS PLACE                                                                                      ,11213,3479555335,09/04/2012,02B,Critical,13,,,10/26/2014,Cycle Inspection / Initial Inspection
41669453,BROOKLYN,1457,ST JOHNS PLACE                                                                                      ,11213,3479555335,09/04/2012,04L,Critical,13,,,10/26/2014,Cycle Inspection / Initial Inspection
41669453,BROOKLYN,1457,ST JOHNS PLACE                                                                                      ,11213,3479555335,09/04/2012,04N,Critical,13,,,10/26/2014,Cycle Inspection / Initial Inspection
41669698,MANHATTAN,45,BEEKMAN STREET,10038,2123460964,09/19/2012,08B,Not Critical,4,P,09/19/2012,10/26/2014,Pre-permit (Operational) / Reopening Inspection
41669698,MANHATTAN,45,BEEKMAN STREET,10038,2123460964,09/19/2012,10F,Not Critical,4,P,09/19/2012,10/26/2014,Pre-permit (Operational) / Reopening Inspection
41669698,MANHATTAN,45,BEEKMAN STREET,10038,2123460964,09/18/2012,02G,Critical,51,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41669698,MANHATTAN,45,BEEKMAN STREET,10038,2123460964,09/18/2012,04J,Critical,51,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41669698,MANHATTAN,45,BEEKMAN STREET,10038,2123460964,09/18/2012,05F,Critical,51,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41669698,MANHATTAN,45,BEEKMAN STREET,10038,2123460964,09/18/2012,06C,Critical,51,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41669938,BROOKLYN,1827,CONEY ISLAND AVE,11230,7189982892,09/17/2012,02B,Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
41669938,BROOKLYN,1827,CONEY ISLAND AVE,11230,7189982892,09/17/2012,04N,Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
41669938,BROOKLYN,1827,CONEY ISLAND AVE,11230,7189982892,09/17/2012,10B,Not Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
41669938,BROOKLYN,1827,CONEY ISLAND AVE,11230,7189982892,09/17/2012,10F,Not Critical,20,,,10/26/2014,Cycle Inspection / Initial Inspection
41670166,BROOKLYN,773,FULTON STREET,11217,7185966826,09/14/2012,,Not Applicable,0,,,10/26/2014,Pre-permit (Non-operational) / Initial Inspection
41670338,MANHATTAN,1103,1 AVENUE                                                                                            ,10065,2128888276,09/04/2012,06D,Critical,13,A,09/04/2012,10/26/2014,Pre-permit (Operational) / Initial Inspection
41670338,MANHATTAN,1103,1 AVENUE                                                                                            ,10065,2128888276,09/04/2012,06E,Critical,13,A,09/04/2012,10/26/2014,Pre-permit (Operational) / Initial Inspection
41670338,MANHATTAN,1103,1 AVENUE                                                                                            ,10065,2128888276,09/04/2012,10F,Not Critical,13,A,09/04/2012,10/26/2014,Pre-permit (Operational) / Initial Inspection
41670464,MANHATTAN,43,WEST   32 STREET                                                                                    ,10001,2122901414,09/24/2012,10B,Not Critical,4,A,09/24/2012,10/26/2014,Cycle Inspection / Initial Inspection
41670464,MANHATTAN,43,WEST   32 STREET                                                                                    ,10001,2122901414,09/24/2012,10F,Not Critical,4,A,09/24/2012,10/26/2014,Cycle Inspection / Initial Inspection
41670464,MANHATTAN,43,WEST   32 STREET                                                                                    ,10001,2122901414,09/24/2012,16B,Not Critical,,,,10/26/2014,Trans Fat / Initial Inspection
41670475,MANHATTAN,88,FULTON STREET                   ,10038,2127660821,09/13/2012,04L,Critical,14,,,10/26/2014,Pre-permit (Operational) / Compliance Inspection
41670475,MANHATTAN,88,FULTON STREET                   ,10038,2127660821,09/13/2012,08A,Not Critical,14,,,10/26/2014,Pre-permit (Operational) / Compliance Inspection
41670475,MANHATTAN,88,FULTON STREET                   ,10038,2127660821,09/13/2012,08C,Not Critical,14,,,10/26/2014,Pre-permit (Operational) / Compliance Inspection
41670475,MANHATTAN,88,FULTON STREET                   ,10038,2127660821,09/13/2012,09A,Not Critical,14,,,10/26/2014,Pre-permit (Operational) / Compliance Inspection
41670534,MANHATTAN,355,EAST   78 STREET                                                                                    ,10075,2127727680,09/05/2012,04C,Critical,13,A,09/05/2012,10/26/2014,Pre-permit (Operational) / Initial Inspection
41670534,MANHATTAN,355,EAST   78 STREET                                                                                    ,10075,2127727680,09/05/2012,06D,Critical,13,A,09/05/2012,10/26/2014,Pre-permit (Operational) / Initial Inspection
41670981,MANHATTAN,30,ROCKERFELLER PLAZA,10112,2125862783,09/10/2012,02G,Critical,7,A,09/10/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41671103,MANHATTAN,800,9 AVENUE                                                                                            ,10019,2127572390,09/05/2012,10F,Not Critical,3,,,10/26/2014,Pre-permit (Non-operational) / Re-inspection
41671440,MANHATTAN,450,WEST   37 STREET,10018,9177426080,09/10/2012,,Not Applicable,0,,,10/26/2014,Pre-permit (Non-operational) / Re-inspection
41671459,BROOKLYN,466,MYRTLE AVENUE,11205,7182303313,09/24/2012,04L,Critical,11,A,09/24/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41671459,BROOKLYN,466,MYRTLE AVENUE,11205,7182303313,09/24/2012,04M,Critical,11,A,09/24/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41671459,BROOKLYN,466,MYRTLE AVENUE,11205,7182303313,09/24/2012,08A,Not Critical,11,A,09/24/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41671459,BROOKLYN,466,MYRTLE AVENUE,11205,7182303313,09/05/2012,02G,Critical,19,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41671459,BROOKLYN,466,MYRTLE AVENUE,11205,7182303313,09/05/2012,04L,Critical,19,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41671459,BROOKLYN,466,MYRTLE AVENUE,11205,7182303313,09/05/2012,08A,Not Critical,19,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41671710,STATEN ISLAND,1445,RICHMOND AVENUE                                                                                     ,10314,7183562890,09/25/2012,10F,Not Critical,5,A,09/25/2012,10/26/2014,Cycle Inspection / Initial Inspection
41671710,STATEN ISLAND,1445,RICHMOND AVENUE                                                                                     ,10314,7183562890,09/25/2012,10I,Not Critical,5,A,09/25/2012,10/26/2014,Cycle Inspection / Initial Inspection
41671752,BROOKLYN,386,5 AVENUE,11215,7184991888,09/01/2012,04H,Critical,20,B,09/01/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41671752,BROOKLYN,386,5 AVENUE,11215,7184991888,09/01/2012,04L,Critical,20,B,09/01/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41671752,BROOKLYN,386,5 AVENUE,11215,7184991888,09/01/2012,06F,Critical,20,B,09/01/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41671752,BROOKLYN,386,5 AVENUE,11215,7184991888,09/01/2012,09B,Not Critical,20,B,09/01/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41671938,MANHATTAN,100,MAIDEN LANE                                       ,10038,6464908456,09/11/2012,02B,Critical,27,,,10/26/2014,Cycle Inspection / Initial Inspection
41671938,MANHATTAN,100,MAIDEN LANE                                       ,10038,6464908456,09/11/2012,02G,Critical,27,,,10/26/2014,Cycle Inspection / Initial Inspection
41671938,MANHATTAN,100,MAIDEN LANE                                       ,10038,6464908456,09/11/2012,03A,Critical,27,,,10/26/2014,Cycle Inspection / Initial Inspection
41672033,MANHATTAN,37,WEST   24 STREET,10010,2122554655,09/13/2012,02G,Critical,22,B,09/13/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41672033,MANHATTAN,37,WEST   24 STREET,10010,2122554655,09/13/2012,04H,Critical,22,B,09/13/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41672033,MANHATTAN,37,WEST   24 STREET,10010,2122554655,09/13/2012,04N,Critical,22,B,09/13/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41672119,MANHATTAN,31,WEST   21 STREET                                                                                    ,10010,2125108722,09/25/2012,04H,Critical,37,,,10/26/2014,Cycle Inspection / Initial Inspection
41672119,MANHATTAN,31,WEST   21 STREET                                                                                    ,10010,2125108722,09/25/2012,06C,Critical,37,,,10/26/2014,Cycle Inspection / Initial Inspection
41672119,MANHATTAN,31,WEST   21 STREET                                                                                    ,10010,2125108722,09/25/2012,06D,Critical,37,,,10/26/2014,Cycle Inspection / Initial Inspection
41672119,MANHATTAN,31,WEST   21 STREET                                                                                    ,10010,2125108722,09/25/2012,06E,Critical,37,,,10/26/2014,Cycle Inspection / Initial Inspection
41672119,MANHATTAN,31,WEST   21 STREET                                                                                    ,10010,2125108722,09/25/2012,06F,Critical,37,,,10/26/2014,Cycle Inspection / Initial Inspection
41672119,MANHATTAN,31,WEST   21 STREET                                                                                    ,10010,2125108722,09/25/2012,10B,Not Critical,37,,,10/26/2014,Cycle Inspection / Initial Inspection
41672119,MANHATTAN,31,WEST   21 STREET                                                                                    ,10010,2125108722,09/25/2012,16B,Not Critical,,,,10/26/2014,Trans Fat / Initial Inspection
41672159,MANHATTAN,1418,ELIZABETH STREET                                                                                    ,10013,2122670888,09/25/2012,06E,Critical,5,A,09/25/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41672159,MANHATTAN,1418,ELIZABETH STREET                                                                                    ,10013,2122670888,09/18/2012,04C,Critical,16,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41672159,MANHATTAN,1418,ELIZABETH STREET                                                                                    ,10013,2122670888,09/18/2012,06E,Critical,16,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41672159,MANHATTAN,1418,ELIZABETH STREET                                                                                    ,10013,2122670888,09/18/2012,10A,Not Critical,16,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41672159,MANHATTAN,1418,ELIZABETH STREET                                                                                    ,10013,2122670888,09/18/2012,10B,Not Critical,16,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41672397,BROOKLYN,555,7 AVENUE,11215,7184997999,09/18/2012,02G,Critical,18,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41672397,BROOKLYN,555,7 AVENUE,11215,7184997999,09/18/2012,04H,Critical,18,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41672397,BROOKLYN,555,7 AVENUE,11215,7184997999,09/18/2012,06D,Critical,18,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41672397,BROOKLYN,555,7 AVENUE,11215,7184997999,09/18/2012,10F,Not Critical,18,,,10/26/2014,Pre-permit (Operational) / Initial Inspection
41672397,BROOKLYN,555,7 AVENUE,11215,7184997999,09/18/2012,,Not Applicable,,,,10/26/2014,Administrative Miscellaneous / Initial Inspection
41672500,MANHATTAN,2,WEST 35 STREET,10001,2125949343,09/11/2012,16B,Not Critical,,,,10/26/2014,Trans Fat / Re-inspection
41672599,QUEENS,18211,JAMAICA AVENUE                                                                                      ,11423,7187391220,09/13/2012,04A,Critical,15,,,10/26/2014,Cycle Inspection / Initial Inspection
41672599,QUEENS,18211,JAMAICA AVENUE                                                                                      ,11423,7187391220,09/13/2012,06F,Critical,15,,,10/26/2014,Cycle Inspection / Initial Inspection
41672599,QUEENS,18211,JAMAICA AVENUE                                                                                      ,11423,7187391220,09/13/2012,20D,Not Critical,,,,10/26/2014,Administrative Miscellaneous / Initial Inspection
41672700,BROOKLYN,445,MARCUS GARVEY BOULEVARD,11216,3479151949,09/11/2012,06D,Critical,5,A,09/11/2012,10/26/2014,Cycle Inspection / Initial Inspection
41672855,BROOKLYN,160,NORTH   12 STREET                                 ,11249,7182187500,09/13/2012,04N,Critical,13,A,09/13/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41672855,BROOKLYN,160,NORTH   12 STREET                                 ,11249,7182187500,09/13/2012,08A,Not Critical,13,A,09/13/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41672993,QUEENS,22-42     ,31 STREET                                         ,11105,7187266400,09/04/2012,04A,Critical,21,B,09/04/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41672993,QUEENS,22-42     ,31 STREET                                         ,11105,7187266400,09/04/2012,04N,Critical,21,B,09/04/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41672993,QUEENS,22-42     ,31 STREET                                         ,11105,7187266400,09/04/2012,08A,Not Critical,21,B,09/04/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41673128,QUEENS,37-08     ,90 STREET                                         ,11372,6462437630,09/10/2012,06A,Critical,7,A,09/10/2012,10/26/2014,Cycle Inspection / Initial Inspection
41673128,QUEENS,37-08     ,90 STREET                                         ,11372,6462437630,09/10/2012,10B,Not Critical,7,A,09/10/2012,10/26/2014,Cycle Inspection / Initial Inspection
41673137,QUEENS,37-61,80 STREET,11372,3474594208,09/20/2012,06E,Critical,10,A,09/20/2012,10/26/2014,Cycle Inspection / Initial Inspection
41673137,QUEENS,37-61,80 STREET,11372,3474594208,09/20/2012,10F,Not Critical,10,A,09/20/2012,10/26/2014,Cycle Inspection / Initial Inspection
41673137,QUEENS,37-61,80 STREET,11372,3474594208,09/20/2012,10H,Not Critical,10,A,09/20/2012,10/26/2014,Cycle Inspection / Initial Inspection
41673137,QUEENS,37-61,80 STREET,11372,3474594208,09/20/2012,20D,Not Critical,,,,10/26/2014,Administrative Miscellaneous / Initial Inspection
41673166,QUEENS,100-20    ,40 ROAD                                           ,11368,9173761492,09/20/2012,10F,Not Critical,2,A,09/20/2012,10/26/2014,Cycle Inspection / Initial Inspection
41673468,BROOKLYN,754,NEW LOTS AVENUE,11207,3474350075,09/06/2012,,Not Applicable,0,,,10/26/2014,Pre-permit (Operational) / Compliance Inspection
41673642,QUEENS,4030,149TH PL                                          ,11354,3474381555,09/18/2012,04L,Critical,22,B,09/18/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41673642,QUEENS,4030,149TH PL                                          ,11354,3474381555,09/18/2012,04N,Critical,22,B,09/18/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41673642,QUEENS,4030,149TH PL                                          ,11354,3474381555,09/18/2012,06C,Critical,22,B,09/18/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41673642,QUEENS,4030,149TH PL                                          ,11354,3474381555,09/18/2012,08A,Not Critical,22,B,09/18/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41673642,QUEENS,4030,149TH PL                                          ,11354,3474381555,09/18/2012,08B,Not Critical,22,B,09/18/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41673743,MANHATTAN,891,AMSTERDAM AVENUE                                                                                    ,10025,9737221147,09/06/2012,02B,Critical,7,A,09/06/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41673803,QUEENS,134-50,GUY R BREWER BOULEVARD,11434,7185254540,09/26/2012,02B,Critical,19,B,09/26/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41673803,QUEENS,134-50,GUY R BREWER BOULEVARD,11434,7185254540,09/26/2012,02G,Critical,19,B,09/26/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41673803,QUEENS,134-50,GUY R BREWER BOULEVARD,11434,7185254540,09/26/2012,10B,Not Critical,19,B,09/26/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41673844,MANHATTAN,87,LUDLOW STREET,10002,2126771100,09/14/2012,04L,Critical,10,A,09/14/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
41673844,MANHATTAN,87,LUDLOW STREET,10002,2126771100,09/14/2012,08A,Not Critical,10,A,09/14/2012,10/26/2014,Pre-permit (Operational) / Re-inspection
